index,title,creator,date,contributor,publisher,description,authorlink,cataloglink,links,notes,type,subject,identifier,findingAids
600,Opera omnia. Beiheft,"Dietrich, von Freiberg, approximately 1250-approximately 1310. $$QDietrich, von Freiberg, approximately 1250-approximately 1310.",1977-,,"HAMBURG : MEINER, 1977-",,"?limit=30&query=facet_creator,exact,Dietrich++von+Freiberg++approximately+1250-approximately+1310.+$$QDietrich++von+Freiberg++approximately+1250-approximately+1310.","<a href=""http://id.lib.harvard.edu/alma/990001196940203941/catalog"">http://id.lib.harvard.edu/alma/990001196940203941/catalog</a>",,,journal,,"['OCLC: 235089484', 'HOLLIS+: 990001196940203941']",
601,"['Phaedri Augusti liberti Fabulae Aesopiae', 'Fabulae.1885']",Phaedrus,1885,"Riese, Alexander",Lipsiae: B. Tauchnitz,"x, 72 p","?limit=30&query=facet_creator,exact,Phaedrus",,,,book,,HOLLIS+:,
602,D. Iunii Iuvenalis Satirarum libri V,Juvenal,1851,"Haeckermann, Adolph",Lipsiae: Sumptibus et typis B. G. Teubneri,105 p.,"?limit=30&query=facet_creator,exact,Juvenal",,,,book,,HOLLIS+:,
603,"Le Brutus de Cicéron : rhétorique, politique et histoire culturelle","['Aubert-Baillot, Sophie. $$QAubert-Baillot, Sophie.', 'sous la direction de Sophie Aubert-Baillot, Charles Guérin.']",2014,"['Aubert-Baillot, Sophie [editor]$$QAubert-Baillot, Sophie', 'Guérin, Charles [editor]$$QGuérin, Charles']","Leiden, Netherlands : Brill, 2014.",This volume examines Cicero's dialogue  Brutus  from an interdisciplinary angle showcasing Cicero's response to the political and intellectual changes brought about by Caesar's dictatorship.,"?limit=30&query=facet_creator,exact,Aubert-Baillot++Sophie.+$$QAubert-Baillot++Sophie.",,,Description based upon print version of record.Includes bibliographical references and index.EnglishDescription based on print version record.,book,"['Cicero, Marcus Tullius. -- Brutus.', 'Oratory, Ancient.', 'Rhetoric, Ancient.', 'Politics and literature -- Rome.']","['HOLLIS+:', 'ISBN: 90-04-27873-7']",
604,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
605,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
606,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
607,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
608,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
609,Mémoires sur l'histoire du droit des Lombards. Premier mémoire,"['Rozière, Eugène de, 1820-1896. $$QRozière, Eugène de, 1820-1896.', 'par Eugène de Rozière.']",1864,,"Paris : Auguste Durand, 1864 (Toulouse : Bonnal et Gibrac)",,"?limit=30&query=facet_creator,exact,Rozière++Eugène+de++1820-1896.+$$QRozière++Eugène+de++1820-1896.","<a href=""http://id.lib.harvard.edu/alma/990035275250203941/catalog"">http://id.lib.harvard.edu/alma/990035275250203941/catalog</a>",,"""Extrait du Recueil de l'Academie de Législation (Tome XIIe, 1863).""",book,"Law, Lombard.","['OCLC: 15737363', 'HOLLIS+: 990035275250203941']",
610,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
611,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
612,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
613,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
614,[None],[None],[None],,[None],[None],[None],[None],[None],,[None],[None],[None],
615,"De primordiis Henrici Leonis, ducis Saxoniae et Bavariae","Philippson, Martin, 1846-1916. $$QPhilippson, Martin, 1846-1916.",1866,,"Bonnae, [Typ. P. Neusser,] 1866.",,"?limit=30&query=facet_creator,exact,Philippson++Martin++1846-1916.+$$QPhilippson++Martin++1846-1916.","<a href=""http://id.lib.harvard.edu/alma/990065060850203941/catalog"">http://id.lib.harvard.edu/alma/990065060850203941/catalog</a>",,"[""Vita"", following p. 64.] Thesis note:  Diss. inaug.--Bonn.",dissertation,"Henry, -- Duke of Saxony, -- 1129-1195.","['OCLC: 80612281', 'HOLLIS+: 990065060850203941']",
616,Deutschlands Geschichtsquellen im Mittelalter,"Wattenbach, W",,,,,"?limit=30&query=facet_creator,exact,Wattenbach++W",,,,article,,"['HOLLIS+:', 'ISSN: 0391-7770']",
617,Geschichte des deutschen Reiches unter Lothar dem Sachsen,"Jaffé, Philipp",1843,,Berlin: Veit & Comp.,"['viii, 280 p.', 'geneal. table', 'Excerpts from documents in Latin in ""sechste Beilage"": p. [241]-244', 'Eine von der philosophischen Fakultät zu Berlin gekrönte Preisschrift', 'Includes bibliographical footnotes']","?limit=30&query=facet_creator,exact,Jaffé++Philipp",,,,book,"Holy Roman Empire--History--Lothar Iii, 1125-1137 ; Germany--History--Lothar Iii, 1125-1137 ; Lothair",HOLLIS+:,
